쌍,A,B,A비중,시나리오,CAGR,MDD,Calmar,Sharpe,Sortino,최악일
이평4일+중심주가,이평4일,중심주가,85,OOS 2024~2026,2.332669132846924,-0.32516799531390994,7.173735319784522,2.398108796098122,3.4382824310442976,-0.13927254460031424
이평4일+중심주가,이평4일,중심주가,90,OOS 2024~2026,2.364347531288497,-0.33596008136964073,7.037584708425878,2.39115557883967,3.4229409897912966,-0.13861089970495244
이평4일+중심주가,이평4일,중심주가,95,OOS 2024~2026,2.368219714211376,-0.3504263712806055,6.758109287143271,2.3641128968951586,3.396193229141582,-0.13758484488861544
이평4일+RSI,이평4일,RSI,5,전체 2011~,0.8383469945445903,-0.41374219920978217,2.026254503760488,1.4770171444286329,2.100263099154753,-0.22764190698340614
이평4일+RSI,이평4일,RSI,10,전체 2011~,0.8553218297628205,-0.40396310808430747,2.117326589101087,1.5127003145807496,2.166468108952075,-0.21579736328807209
이평4일+RSI,이평4일,RSI,15,전체 2011~,0.8703040279713785,-0.3959787065486844,2.1978556260180553,1.5399882061684664,2.219055738179781,-0.20395902660304754
이평4일+RSI,이평4일,RSI,20,전체 2011~,0.8836983623646624,-0.38814010720847225,2.276750961708842,1.5608569265055856,2.2593880052407447,-0.19212201668593065
이평4일+RSI,이평4일,RSI,25,전체 2011~,0.8958154403060679,-0.3804555465103616,2.354586359754044,1.5765793331252502,2.288365487154523,-0.18029484847219657
이평4일+RSI,이평4일,RSI,30,전체 2011~,0.9069125750453204,-0.37290565115632834,2.432016174153197,1.5880958016133357,2.3074884967096367,-0.1684606253009019
이평4일+RSI,이평4일,RSI,35,전체 2011~,0.9171295820154721,-0.36549681917458887,2.5092682997533333,1.5960698896843954,2.317259143615307,-0.1566291218217808
이평4일+RSI,이평4일,RSI,40,전체 2011~,0.9266229438951723,-0.3582239855446002,2.5867138474450484,1.6010896838940365,2.3209559239636297,-0.14479674430642275
이평4일+RSI,이평4일,RSI,45,전체 2011~,0.9354595701272885,-0.35108352698074974,2.6644929147546725,1.603588850125888,2.31842997074103,-0.1435312569033047
이평4일+RSI,이평4일,RSI,50,전체 2011~,0.9437487869424277,-0.3440641501608892,2.742944263449469,1.6039810046059682,2.311700414518259,-0.14765316081489854
이평4일+RSI,이평4일,RSI,55,전체 2011~,0.9515567412263986,-0.3371726858560824,2.822164371975723,1.6025995904423866,2.299729376188284,-0.15252690429853366
이평4일+RSI,이평4일,RSI,60,전체 2011~,0.9589271095410825,-0.3338693035146554,2.8721631472148497,1.599715312667885,2.286185880625734,-0.15722350113373584
이평4일+RSI,이평4일,RSI,65,전체 2011~,0.9659142586877152,-0.337016346902949,2.866075392378135,1.5955737739347546,2.269783005769105,-0.16379803142807026
이평4일+RSI,이평4일,RSI,70,전체 2011~,0.9725548426686201,-0.33993641717952416,2.860990448560865,1.5903740272646634,2.2513911655946597,-0.17312955944343922
이평4일+RSI,이평4일,RSI,75,전체 2011~,0.9788875717749423,-0.3444768151175438,2.841664602132722,1.5842970956688316,2.2318229507499963,-0.18213174431253332
