시나리오,이평4일_1티어%,중심주가_1티어%,CAGR,MDD,Calmar,Sharpe,Sortino,최악일,배수
전체 2011~,1,1,0.9321314283389444,-0.32655945746017356,2.8544003459236054,1.585580183258246,2.23982334275901,-0.15731531887389982,29517.633869166664
전체 2011~,1,5,0.9296827225094364,-0.33121669082804583,2.806871598726556,1.5746850015393945,2.200512829555004,-0.16446293999894745,28938.39970033333
전체 2011~,1,10,0.9270809247207166,-0.33697938146759454,2.7511502949620934,1.5614245318990743,2.17239459272811,-0.17318390128695305,28334.620267166665
전체 2011~,1,15,0.9249573855924171,-0.34266837017207796,2.6992785623252322,1.5489255775547,2.148097079129349,-0.18151018989355283,27850.587568666666
전체 2011~,1,20,0.9233106938871525,-0.3482824672458813,2.6510398332377476,1.537495128179211,2.127638705533035,-0.18936722660889682,27480.58550183333
전체 2011~,1,25,0.9220528047830014,-0.35853777664954156,2.5717033596832852,1.527059310063756,2.108105621925816,-0.1967228848145227,27201.0503515
전체 2011~,1,30,0.921126851711884,-0.37258153927177384,2.4722825868191562,1.517621867455429,2.090941743902373,-0.20349839721640972,26996.983006833332
전체 2011~,1,35,0.9204724779882949,-0.386698238186298,2.3803379149217707,1.509112188853098,2.0752525003433853,-0.2096632706984246,26853.633177499996
전체 2011~,1,40,0.9200208765557436,-0.4008787518349123,2.29501033004269,1.5014991868194096,2.0627068776337025,-0.21516050277395682,26755.119337666667
전체 2011~,1,45,0.9197664763968774,-0.41511891745659835,2.2156698664378287,1.4947452516437998,2.050646196445783,-0.22029947667414118,26699.7726995
전체 2011~,1,50,0.9197163929594119,-0.4298102596644624,2.139819541947188,1.4905215566923806,2.0439639897343795,-0.22398758488135007,26688.889310166665
전체 2011~,1,60,0.9197259605236949,-0.4434153662745538,2.0741860352088457,1.4881043220673091,2.039345733592865,-0.22428613776410422,26690.968070333332
전체 2011~,1,70,0.9197400362631374,-0.4434000858695185,2.0742892605884466,1.489857887236343,2.039087143612401,-0.22449760011320763,26694.0266045
전체 2011~,1,80,0.919734570310389,-0.4480220205028349,2.0528780466596936,1.4985261128360259,2.0435728251222622,-0.22442519047628917,26692.838862166667
전체 2011~,1,90,0.9197268140381705,-0.4495001610095797,2.0461100880864187,1.5063420534184804,2.0521680582417474,-0.22433596605844797,26691.153522166664
전체 2011~,1,95,0.9197204603330618,-0.4505035074842195,2.0415389559764487,1.5095588570950955,2.0596896076426323,-0.22430704312308614,26689.7730165
전체 2011~,5,1,0.908657049089884,-0.32623951444191956,2.785245222805934,1.5640828550779202,2.1883768717607657,-0.15663523276527758,24384.733829166667
전체 2011~,5,5,0.9057231429812405,-0.33098726937522116,2.7364289408801232,1.5524030570483978,2.164091016361231,-0.16304126556970278,23805.499660333335
전체 2011~,5,10,0.9025929091638125,-0.34122634034543486,2.645144299968424,1.5381641221311857,2.1396239438038576,-0.17204675716949158,23201.72022716667
전체 2011~,5,15,0.9000279306766217,-0.3495854459721419,2.574557782786941,1.524760197876848,2.1164438805544106,-0.18066553623152204,22717.687528666665
전체 2011~,5,20,0.8980324890469404,-0.3559348253999134,2.523025073587416,1.5125612584571675,2.0934961327775907,-0.18881856640526362,22347.685461833335
전체 2011~,5,25,0.8965043272817392,-0.3665649780027359,2.4456900715568306,1.5015093768412213,2.0733345688158598,-0.19647020131249093,22068.1503115
전체 2011~,5,30,0.8953772482537741,-0.3806601518964745,2.3521696289799294,1.491611576870164,2.0538948170049327,-0.20353584220862952,21864.08296683333
전체 2011~,5,35,0.8945796135359612,-0.3948288081403398,2.265740480664186,1.4827858408556087,2.0363438736380077,-0.20998060118653195,21720.7331375
전체 2011~,5,40,0.8940285959536927,-0.4090617116152636,2.1855592214275896,1.474991301692444,2.019927697389478,-0.21574152355443244,21622.21929766667
전체 2011~,5,45,0.8937179937119055,-0.4233549620046537,2.1110370113060855,1.4682207672395162,2.0059674287284097,-0.22114206190126562,21566.872659500004
전체 2011~,5,50,0.8936568289701021,-0.4380765293885649,2.0399559643549106,1.4640485338748916,1.997533748097876,-0.22502575485525067,21555.98927016667
전체 2011~,5,60,0.8936685138530465,-0.45160040467529106,1.9788921900891796,1.461371047486587,1.9954038095974544,-0.22531806805040466,21558.068030333336
전체 2011~,5,70,0.893685704209495,-0.4514976551965515,1.9793806101173324,1.4630247705795647,1.9939680219385265,-0.2255247252149174,21561.126564500002
전체 2011~,5,80,0.8936790288271692,-0.45604725408017954,1.9596193614402244,1.47181335416174,1.9964024411768555,-0.22545398162651087,21559.93882216667
전체 2011~,5,90,0.8936695562419097,-0.45745398178867813,1.9535725817657048,1.4797706321579505,1.996579880300099,-0.2253668441428004,21558.253482166667
전체 2011~,5,95,0.8936617964854194,-0.45842399746923257,1.9494219356293583,1.4830606737218468,1.99894908651127,-0.2253384727014366,21556.872976500003
전체 2011~,10,1,0.8791898220939112,-0.32953772610434107,2.667948924960217,1.5346115606353652,2.1566416738796392,-0.15572080234955943,19121.329329833334
전체 2011~,10,5,0.8754945351771892,-0.3393942793371697,2.5795795288212067,1.521834173438619,2.134350344068398,-0.16100291730278082,18542.095161
전체 2011~,10,10,0.8715258156903047,-0.3495935471661389,2.492968828386657,1.5061878119434364,2.109116347578184,-0.17038503583471531,17938.315727833335
전체 2011~,10,15,0.868252850577953,-0.35876097083446934,2.4201429953721494,1.4914492589941084,2.0850094832198454,-0.17939364975460137,17454.28302933333
전체 2011~,10,20,0.8656931408936612,-0.36677571010192656,2.3602793670635553,1.478097152012804,2.0616850875853694,-0.1879438116830341,17084.2809625
전체 2011~,10,25,0.8637246453462748,-0.37650559474402034,2.2940552740883073,1.4661093702634571,2.0399916358952126,-0.19599508752424966,16804.745812166668
전체 2011~,10,30,0.8622681464086988,-0.3906651645538852,2.207179509832555,1.4555074031091442,2.019422840600989,-0.20345488235331277,16600.6784675
전체 2011~,10,35,0.8612349540097091,-0.4048989029621072,2.1270370151887237,1.4461968900306814,2.000242045758624,-0.2102821024605085,16457.328638166666
전체 2011~,10,40,0.8605200215049196,-0.41919743342676696,2.0527797951206943,1.438122149968608,1.982730163422427,-0.21640536353826179,16358.814798333333
전체 2011~,10,45,0.8601165910880204,-0.4335571820149531,1.983859630904132,1.4313099087289398,1.9674654877276228,-0.2221672352255174,16303.468160166667
전체 2011~,10,50,0.8600371095411368,-0.44831683168316827,1.9183689943386666,1.4272125717298527,1.9584097308277375,-0.22632251625719835,16292.584770833333
전체 2011~,10,60,0.8600522945949227,-0.4617401105400495,1.8626328425074634,1.424277460305567,1.9540500779942624,-0.22660610562858363,16294.663531
전체 2011~,10,70,0.8600746334651888,-0.461528566336579,1.8635349926270046,1.425815370597503,1.952771943694744,-0.22680607219030446,16297.722065166667
전체 2011~,10,80,0.8600659589188386,-0.46598834927787436,1.8456812498674107,1.4346551724932823,1.953909911005198,-0.2267376458897411,16296.534322833333
전체 2011~,10,90,0.8600536492066628,-0.4673063130652839,1.8404494550162669,1.4426944372464003,1.9543291682354298,-0.22665341452135257,16294.848982833333
전체 2011~,10,95,0.8600435651145324,-0.4682349114606529,1.8367779592334057,1.4460344979503865,1.954677390272115,-0.22662581222012113,16293.468477166667
전체 2011~,15,1,0.8500485911734073,-0.34615826434860697,2.4556645867548768,1.5027098652537398,2.1272772449643536,-0.15650759499424738,14977.700281333335
전체 2011~,15,5,0.8453853613411382,-0.35790317791379134,2.3620504469082064,1.4887119745598234,2.1036332400912405,-0.15884843311193786,14398.4661125
전체 2011~,15,10,0.8403337573029408,-0.37032869663166335,2.2691564681490353,1.4714543628871841,2.0767319596322165,-0.16861021432128354,13794.686679333334
전체 2011~,15,15,0.8361322741126149,-0.3801962669062351,2.1992122145660726,1.4551429230248913,2.0498694300776825,-0.17801495407454893,13310.653980833335
전체 2011~,15,20,0.832823016622307,-0.3875918987503051,2.148711103889272,1.440402502297126,2.0241755622206363,-0.18697179202594438,12940.651914
전체 2011~,15,25,0.8302636229233133,-0.39269571068523534,2.1142671038462395,1.4272706515886304,2.000542107150385,-0.1954353790541552,12661.116763666667
전체 2011~,15,30,0.8283615845140857,-0.3993819499661423,2.074108718694749,1.4158010692961818,1.9788155257779418,-0.20330477771274247,12457.049419
전체 2011~,15,35,0.8270079531197636,-0.4136767326348879,1.999164777414936,1.4058930113191281,1.9592005097459426,-0.21053222222881618,12313.699589666667
전체 2011~,15,40,0.8260691233437767,-0.4280368315902241,1.9299019672554814,1.3974729797716787,1.9409436949516916,-0.2170371913975243,12215.185749833334
전체 2011~,15,45,0.8255385599351344,-0.442458958405475,1.8657969157415055,1.39059702151394,1.925653671210791,-0.22318233769999518,12159.839111666668
전체 2011~,15,50,0.8254339638112009,-0.4575140640309755,1.80417178116587,1.3865945700731988,1.9162688772369283,-0.22762736717765364,12148.955722333334
전체 2011~,15,60,0.8254539487603998,-0.4705950534081126,1.754064227369904,1.3834992016669823,1.9116260517954597,-0.2278997311341372,12151.034482500001
전체 2011~,15,70,0.8254833473211407,-0.4702880165488885,1.7552719148125009,1.3849311001133533,1.909521897158976,-0.22809123757431782,12154.093016666666
전체 2011~,15,80,0.8254719315913872,-0.4746702478325653,1.7390429152883484,1.393682835327902,1.910363583221497,-0.2280257313919377,12152.905274333334
전체 2011~,15,90,0.8254557315164424,-0.47591071040914046,1.7344760549868652,1.4016716726049536,1.9105651887026156,-0.2279451645757744,12151.219934333334
전체 2011~,15,95,0.8254424600482542,-0.4768032315874372,1.7312014796965207,1.4050034334735264,1.9105448425128615,-0.22791855753800627,12149.839428666668
전체 2011~,20,1,0.8209518454413482,-0.361666539869114,2.269913732518491,1.4686320243449962,2.0932092767240937,-0.1608112873371742,11691.058758833333
전체 2011~,20,5,0.815040495353816,-0.37467998586260265,2.175297656952235,1.4532453579202702,2.068157819454486,-0.1617890918427839,11111.824590000002
전체 2011~,20,10,0.8085633343413392,-0.3897112815814334,2.0747752825122747,1.4340922103564726,2.0377503811634234,-0.16638112946696237,10508.045156833336
전체 2011~,20,15,0.803114073669847,-0.4019895945015186,1.9978479161027465,1.4158584768276956,2.0076698998751246,-0.176229255590988,10024.012458333333
전체 2011~,20,20,0.7987798547054006,-0.41151232572062313,1.9410836681662227,1.3993635892313212,1.9791427501844356,-0.1856453802688579,9654.0103915
전체 2011~,20,25,0.7954010001133025,-0.41844120091900694,1.9008668323444076,1.384742265996953,1.9528157985234345,-0.19457860901431356,9374.475241166667
전체 2011~,20,30,0.7928742698442888,-0.4229327734855327,1.874705200332295,1.3721130756288291,1.9291090441330456,-0.20291842176283137,9170.4078965
전체 2011~,20,35,0.7910676680526492,-0.42520942840706766,1.8604189258365476,1.3613846438596773,1.90797951809998,-0.2106091106293183,9027.058067166667
전체 2011~,20,40,0.7898104881966779,-0.43759679896267534,1.8048817771723336,1.352466364118423,1.8892292082070676,-0.21755919232988352,8928.544227333334
전체 2011~,20,45,0.7890984766221352,-0.45237122923847883,1.7443604403191215,1.3454442261106139,1.8736772500688073,-0.22415436624100404,8873.197589166668
전체 2011~,20,50,0.7889579773924313,-0.4674636120179406,1.687742012659912,1.3415319588033798,1.8647703568263672,-0.2289420705855406,8862.314199833334
전체 2011~,20,60,0.7889848256417253,-0.480308227004689,1.6426635674387957,1.3383591057800446,1.8590589780277234,-0.22920220974404526,8864.392960000001
전체 2011~,20,70,0.789024317460358,-0.4797692676576578,1.6445912038354464,1.339696431376151,1.85666289098205,-0.22938449859635168,8867.451494166668
전체 2011~,20,80,0.7890089828359177,-0.4840679842267166,1.6299549000257365,1.3482466232022776,1.8571007418418533,-0.22932217265777843,8866.263751833334
전체 2011~,20,90,0.788987220560539,-0.4852243894090785,1.6260254797195839,1.3560774498162276,1.8567563301270726,-0.22924560487579448,8864.578411833334
전체 2011~,20,95,0.788969391631305,-0.4860778413470668,1.623133836845628,1.3593529762603338,1.8570873948380082,-0.22922007336947448,8863.197906166666
전체 2011~,25,1,0.7923723413083512,-0.3804720463396922,2.082603305371105,1.4328861143825897,2.0553036225745847,-0.16222791026259697,9130.368693666667
전체 2011~,25,5,0.7848709034780177,-0.39099385733849934,2.0073740002480984,1.4159030089416353,2.0279478984678923,-0.1636203687633594,8551.134524833333
전체 2011~,25,10,0.7765272911094858,-0.40745314651062736,1.9058075701698676,1.3945263944573147,1.9931093087001088,-0.16507193013775268,7947.355091666666
전체 2011~,25,15,0.7693982498067979,-0.4225657853512247,1.820777442185235,1.3739612658505456,1.957959070091509,-0.1741122462492357,7463.322393166667
전체 2011~,25,20,0.7636505775007849,-0.43465895593101245,1.7568959918589342,1.3552641894370894,1.9248603812416771,-0.1840249457986488,7093.3203263333335
전체 2011~,25,25,0.7591190102069767,-0.44385671716619246,1.7102794231741707,1.3387118001288947,1.8948167440246104,-0.19347090606937378,6813.785176
전체 2011~,25,30,0.7556996082956191,-0.4502502841494316,1.6783989591993533,1.324536595036134,1.8684819275366706,-0.20232914941928826,6609.717831333333
전체 2011~,25,35,0.7532380016718365,-0.4540253970785464,1.6590217342875344,1.3126867866889331,1.8456719299217232,-0.2105349758482674,6466.368002
전체 2011~,25,40,0.7515165293076789,-0.4554537001457265,1.6500393543124678,1.303060356647741,1.825857908405767,-0.21798431557134412,6367.854162166667
전체 2011~,25,45,0.7505384105965955,-0.46219714184878147,1.6238490952030846,1.295781789070299,1.8103597611947213,-0.22508850267597524,6312.507524
전체 2011~,25,50,0.7503451288519063,-0.4773244350295164,1.5719813899858428,1.2919586589277041,1.8016141913876413,-0.23026691658805154,6301.624134666667
전체 2011~,25,60,0.7503820703753779,-0.4900790070539005,1.5311451002283971,1.288808341778193,1.7953366319284247,-0.2305125292870147,6303.702894833334
전체 2011~,25,70,0.7504364026790242,-0.48922214948451714,1.5339379123977581,1.2900613174404771,1.7924912578266112,-0.2306839553134451,6306.761429
전체 2011~,25,80,0.7504153063587209,-0.49339129208100685,1.520933422220826,1.2982690086899393,1.7923221348566367,-0.2306253698773575,6305.573686666667
전체 2011~,25,90,0.7503853654748678,-0.4944640948522818,1.5175730114418944,1.305809360238852,1.7917131946023188,-0.23055351339793917,6303.888346666667
전체 2011~,25,95,0.7503608345382802,-0.49527875366296215,1.5150273032888903,1.3089692599779963,1.7915998417532875,-0.23052925693552606,6302.507841
전체 2011~,30,1,0.765343185434431,-0.39668979089464296,1.9293241293363632,1.3969026946152252,2.0146053404365034,-0.16318757891131308,7200.456993833333
전체 2011~,30,5,0.7558950001277325,-0.4095543910729227,1.8456522908898383,1.378052299320956,1.9847330574165822,-0.16508031374159404,6621.222825
전체 2011~,30,10,0.74518437933102,-0.42384801673848704,1.7581405359997155,1.3540624028326782,1.9449255029097825,-0.16718284252687665,6017.443391833333
전체 2011~,30,15,0.7358447878059451,-0.4415126622788701,1.6666448115165668,1.3306907284080554,1.9040962139652007,-0.17165186037073177,5533.410693333334
전체 2011~,30,20,0.7281745532664856,-0.45666561496569547,1.5945464896041839,1.3092533881954938,1.8654673784927198,-0.18209565507965952,5163.4086265
전체 2011~,30,25,0.72203056128499,-0.4686513684597281,1.540656039601504,1.2902095167353855,1.830322450353961,-0.19209602033845263,4883.8734761666665
전체 2011~,30,30,0.717333798824547,-0.4774612912111995,1.5023915279181084,1.2739703833264617,1.799785907400608,-0.20152080213864376,4679.8061314999995
전체 2011~,30,35,0.7139184415928339,-0.48321161639348487,1.477444699945876,1.2605760779131896,1.774027356209618,-0.21029530381675932,4536.456302166666
전체 2011~,30,40,0.7115122472452293,-0.4860991810086195,1.4637182596541194,1.249931847248678,1.752554545984396,-0.21830118460151782,4437.942462333333
전체 2011~,30,45,0.7101383832024035,-0.4861498445197976,1.4607397106212268,1.2422268103595262,1.7366827775963223,-0.22597822068436724,4382.595824166667
전체 2011~,30,50,0.7098663164225858,-0.4870790441802203,1.4573944925455133,1.2384827734536268,1.7283939728185054,-0.23160034444215116,4371.712434833334
전체 2011~,30,60,0.709918330941792,-0.4997446249022718,1.420562214312202,1.2354582372380984,1.7216965087221805,-0.2318284233140523,4373.791195
전체 2011~,30,70,0.7099948192099883,-0.4987876953719522,1.4234409264657908,1.2366374471343975,1.718677795156345,-0.2319868675255733,4376.849729166666
전체 2011~,30,80,0.7099651219201959,-0.5026204670495059,1.4125272814452807,1.2443582549787802,1.7177662774302673,-0.23193274188184343,4375.661986833333
전체 2011~,30,90,0.7099229701738359,-0.5036100955771383,1.4096678688703859,1.2514733752218978,1.7169223918696574,-0.231866512510574,4373.976646833334
전체 2011~,30,95,0.7098884312581937,-0.5043861747474022,1.4074303912348658,1.254456046063842,1.7167571797773382,-0.23184379205988292,4372.596141166667
전체 2011~,35,1,0.7404838080730487,-0.4099681009132581,1.8061985955090731,1.3617615607831532,1.9721077319759455,-0.1674706499233496,5769.084227166667
전체 2011~,35,5,0.7287394950356902,-0.42530805733866406,1.713439194159,1.3406648268991868,1.9395613953178321,-0.16598557763866262,5189.850058333333
전체 2011~,35,10,0.7151118078577843,-0.4428801451505203,1.6146847305939656,1.313530011626332,1.894528104737343,-0.16887335798049286,4586.070625166666
전체 2011~,35,15,0.7029140738660422,-0.45835639049452837,1.5335535588533116,1.286727910834043,1.847267706994441,-0.1714543463517797,4102.037926666667
전체 2011~,35,20,0.6926444183069156,-0.47710356386868624,1.451769533412148,1.2618443241609902,1.8013144158909458,-0.17982036437056637,3732.0358598333332
전체 2011~,35,25,0.6842328379926694,-0.49248284734237,1.3893536428427047,1.239548366084242,1.759422231844111,-0.19041857548806107,3452.5007095
전체 2011~,35,30,0.677679469766485,-0.5043443057992774,1.3436841894992917,1.2205070115593506,1.722799944258512,-0.20046162559353686,3248.433364833333
전체 2011~,35,35,0.6728413681909724,-0.5126896485481647,1.3123755669659523,1.204934182252727,1.6928029046796362,-0.20986386368482113,3105.0835355
전체 2011~,35,40,0.6693937492029522,-0.5175822414316162,1.2933089577251147,1.1927839259503328,1.6686126127098528,-0.2184908870798553,3006.569695666666
전체 2011~,35,45,0.6674101439908793,-0.5189440938045664,1.2860925713555282,1.1843721354008367,1.6518769431341946,-0.22681419861161012,2951.2230575
전체 2011~,35,50,0.6670159940066696,-0.5167429802592768,1.2908080409181233,1.1806803162980364,1.64424298030207,-0.23294208547103423,2940.339668166667
전체 2011~,35,60,0.6670913832278262,-0.5196342151867644,1.2837710907624962,1.1778959594123366,1.6376640028464904,-0.23314890397980415,2942.418428333333
전체 2011~,35,70,0.6672022147731367,-0.5214203539491198,1.2795860570457176,1.1790112529420913,1.6341112770784207,-0.2332917718540808,2945.4769625
전체 2011~,35,80,0.6671591875699143,-0.5162082593081687,1.2924225359432502,1.186078766778003,1.632599081111506,-0.23324298401617838,2944.2892201666664
전체 2011~,35,90,0.6670981064824004,-0.5144097077850094,1.2968225451165185,1.192614632991431,1.6306061995243726,-0.233183502953759,2942.603880166667
전체 2011~,35,95,0.6670480489794373,-0.5139152651828724,1.297972825816088,1.195348564714269,1.6304545929829701,-0.23316264012052013,2941.2233745
전체 2011~,40,1,0.7180326743603849,-0.41998131776174685,1.7096776546801564,1.3283920399547873,1.928840139373533,-0.1776127950544404,4709.657195666667
전체 2011~,40,5,0.7036656747566294,-0.4378485369769788,1.6070983806750205,1.3045661130263149,1.893737275421111,-0.1748754435069746,4130.423026833334
전체 2011~,40,10,0.6865243244563666,-0.4588898880922695,1.4960545923346351,1.273544780214594,1.8435710417503643,-0.1711056034407299,3526.6435936666667
전체 2011~,40,15,0.6706671597750511,-0.4780044806456083,1.4030562200363192,1.2424061379545328,1.7889861001137009,-0.17352321492814748,3042.610895166667
전체 2011~,40,20,0.6568631627264052,-0.4954233249615473,1.3258624082291406,1.2130341921059327,1.7343069246734544,-0.17716649107501736,2672.608828333334
전체 2011~,40,25,0.6451916113645919,-0.5198477204756935,1.2411165538519642,1.1863374854078834,1.6828104646166975,-0.18840562046199794,2393.073678
전체 2011~,40,30,0.6358351187826734,-0.5448329599764574,1.1670276313865964,1.1633357686898331,1.6381686904598793,-0.19912047988921922,2189.0063333333333
전체 2011~,40,35,0.6287608861047818,-0.5629670501412811,1.1168697811834443,1.144543666828265,1.601475943741415,-0.20921368511877758,2045.6565040000003
전체 2011~,40,40,0.6236249939479805,-0.5744026802314182,1.0856930432440381,1.130045493686398,1.5726195527572164,-0.21853299290582395,1947.142664166667
전체 2011~,40,45,0.6206318229696735,-0.5791532730022995,1.0716192964814848,1.1204269794526682,1.554013397004667,-0.22758546624316167,1891.796026
전체 2011~,40,50,0.6200336145056986,-0.5787591966154866,1.0713153555599286,1.116728983988544,1.5467400384848284,-0.2342907086872723,1880.9126366666667
전체 2011~,40,60,0.6201481240057456,-0.5888999084774601,1.0530620145774425,1.11432332485395,1.5408298201485922,-0.2344716446163737,1882.9913968333333
전체 2011~,40,70,0.6203163898859938,-0.5906731380143766,1.0501855425003188,1.1153864660727142,1.5371008102604589,-0.2345957619490815,1886.0499310000002
전체 2011~,40,80,0.6202510763545255,-0.5861007557333067,1.058266979332745,1.1215867312375813,1.5346455281573559,-0.23455338232443468,1884.8621886666667
