시나리오,전략,1티어%,CAGR,MDD,Calmar,Sharpe,Sortino,최악일,배수,거래,승률
OOS 2024~2026,이평4일,50,1.4932264352174336,-0.4567482648383032,3.2692547518402977,1.6867164436779696,2.2901460620438514,-0.1838873633402125,11.063937,344,0.6569767441860465
OOS 2024~2026,이평4일,60,1.36893257693704,-0.4706780406163015,2.9084266925743387,1.5874825762910083,2.1003363443940413,-0.19253219567492297,9.671105,344,0.6569767441860465
OOS 2024~2026,이평4일,70,1.2223558425061292,-0.5202987092495281,2.349334758622098,1.4628213579194274,1.8757738417074392,-0.20636149679636517,8.175088333333333,344,0.6569767441860465
OOS 2024~2026,이평4일,80,1.0728353071934222,-0.5763801564072699,1.8613328291533988,1.331143800804412,1.6602262906227971,-0.24534394644595248,6.806214000000001,344,0.6569767441860465
OOS 2024~2026,이평4일,90,0.9173318583346266,-0.644148431819748,1.424100118885834,1.1952881555035695,1.4610209806729038,-0.2897308564772241,5.543673666666667,344,0.6569767441860465
OOS 2024~2026,이평4일,95,0.8381679184155273,-0.6665023885556041,1.2575617624296056,1.139307173788348,1.375456854130486,-0.2935362408875466,4.961547333333334,343,0.6588921282798834
OOS 2024~2026,중심주가,1,1.7032141609067089,-0.32392663765428387,5.2580243886101545,1.8995641199242022,2.9302831890032883,-0.15502862273219287,13.687045,409,0.6136919315403423
OOS 2024~2026,중심주가,5,1.643364362111953,-0.3212968128207532,5.114785757394867,1.8707229733797595,2.801694685529137,-0.15706007790761445,12.904067999999999,409,0.6136919315403423
OOS 2024~2026,중심주가,10,1.5660698420720043,-0.317845747847899,4.927137936170935,1.8282148790734787,2.7398484761145148,-0.1597924436636674,11.934820333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,15,1.4855817757658194,-0.31453743166284787,4.72306830990536,1.777502739193148,2.6821407042885084,-0.1627756673451466,10.974903666666666,409,0.6136919315403423
OOS 2024~2026,중심주가,20,1.4009946605620325,-0.32493383713018265,4.311630555117389,1.7173508732796614,2.6052788346639355,-0.1660017527730857,10.019305333333332,409,0.6136919315403423
OOS 2024~2026,중심주가,25,1.314290571193069,-0.35272275691987875,3.7261292202124943,1.650192965249265,2.500220210502585,-0.16958303852855705,9.095166333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,30,1.2261854531414573,-0.3812313145608073,3.216381777436276,1.5769437579156742,2.3752433312287393,-0.173514827782961,8.212205666666668,409,0.6136919315403423
OOS 2024~2026,중심주가,35,1.127438397516182,-0.41398220664107166,2.7233982027002592,1.4900466586845798,2.2126145750810586,-0.17794314688096502,7.288131666666667,409,0.6136919315403423
OOS 2024~2026,중심주가,40,1.0185269387315419,-0.45185458282088153,2.2541033718701784,1.3899368774479757,2.0200433054802454,-0.18306583634374662,6.347002333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,45,0.9110392125577467,-0.49464954078723367,1.841787240129304,1.2874474684422819,1.822392058736678,-0.18893408926725508,5.495931333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,50,0.8522425561613642,-0.5301385262085218,1.6075846482172997,1.2262172950266168,1.6979944875810886,-0.19439776014614762,5.062127,409,0.6136919315403423
OOS 2024~2026,중심주가,60,0.700461979102085,-0.5833236716236674,1.2008118531386973,1.0860797998256442,1.4286474787738248,-0.21157580334638704,4.042395333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,70,0.574363606814658,-0.6361412505189263,0.9028869081294858,0.9718065076816854,1.2116305019243183,-0.25049759901335655,3.3006393333333333,409,0.6136919315403423
OOS 2024~2026,중심주가,80,0.41527086661786416,-0.6859532521518316,0.6053923723156961,0.8303483161177748,0.9814127096153867,-0.2907465540325296,2.493849,409,0.6136919315403423
OOS 2024~2026,중심주가,90,0.3046719481643292,-0.70504110992592,0.4321335931692574,0.7306877492442959,0.835398610230707,-0.2947211267184028,2.0132263333333333,407,0.6142506142506142
OOS 2024~2026,중심주가,95,0.27221326422552616,-0.7209311007536124,0.3775856859843789,0.7013562541375261,0.7895269592422364,-0.29487198973485984,1.8841043333333332,405,0.6172839506172839
